Uniformization
Time	2ServersUp	1ServerUp	BothDown	Up	Down	
17.8	0.98424723	0.01569024	0.00006253	0.98430976	0.00006253	
17.9	0.984236	0.01570137	0.00006262	0.98429863	0.00006262	
18	0.98422498	0.01571231	0.00006271	0.98428769	0.00006271	
18.1	0.98421416	0.01572304	0.00006279	0.98427696	0.00006279	
18.2	0.98420354	0.01573358	0.00006288	0.98426642	0.00006288	
18.3	0.98419311	0.01574393	0.00006296	0.98425607	0.00006296	
18.4	0.98418287	0.01575409	0.00006304	0.98424591	0.00006304	
18.5	0.98417282	0.01576406	0.00006313	0.98423594	0.00006313	
18.6	0.98416295	0.01577385	0.0000632	0.98422615	0.0000632	
18.7	0.98415326	0.01578346	0.00006328	0.98421654	0.00006328	
18.8	0.98414375	0.01579289	0.00006336	0.98420711	0.00006336	
18.9	0.98413441	0.01580216	0.00006343	0.98419784	0.00006343	
19	0.98412524	0.01581125	0.00006351	0.98418875	0.00006351	
19.1	0.98411624	0.01582018	0.00006358	0.98417982	0.00006358	
19.2	0.9841074	0.01582895	0.00006365	0.98417105	0.00006365	
19.3	0.98409873	0.01583755	0.00006372	0.98416245	0.00006372	
19.4	0.98409021	0.015846	0.00006379	0.984154	0.00006379	
19.5	0.98408185	0.0158543	0.00006386	0.9841457	0.00006386	
19.6	0.98407364	0.01586244	0.00006392	0.98413756	0.00006392	
19.7	0.98406558	0.01587043	0.00006399	0.98412957	0.00006399	
19.8	0.98405767	0.01587828	0.00006405	0.98412172	0.00006405	
19.9	0.9840499	0.01588599	0.00006411	0.98411401	0.00006411	
20	0.98404227	0.01589355	0.00006418	0.98410645	0.00006418	
20.1	0.98403479	0.01590098	0.00006424	0.98409902	0.00006424	
20.2	0.98402744	0.01590827	0.0000643	0.98409173	0.0000643	
20.3	0.98402022	0.01591543	0.00006435	0.98408457	0.00006435	
20.4	0.98401313	0.01592246	0.00006441	0.98407754	0.00006441	
20.5	0.98400618	0.01592935	0.00006447	0.98407065	0.00006447	
20.6	0.98399935	0.01593613	0.00006452	0.98406387	0.00006452	
20.7	0.98399265	0.01594278	0.00006458	0.98405722	0.00006458	
20.8	0.98398606	0.01594931	0.00006463	0.98405069	0.00006463	
20.9	0.9839796	0.01595572	0.00006468	0.98404428	0.00006468	
21	0.98397326	0.01596201	0.00006473	0.98403799	0.00006473	
21.1	0.98396703	0.01596819	0.00006478	0.98403181	0.00006478	
21.2	0.98396092	0.01597425	0.00006483	0.98402575	0.00006483	
21.3	0.98395491	0.0159802	0.00006488	0.9840198	0.00006488	
21.4	0.98394902	0.01598605	0.00006493	0.98401395	0.00006493	
21.5	0.98394323	0.01599179	0.00006498	0.98400821	0.00006498	
21.6	0.98393755	0.01599742	0.00006502	0.98400258	0.00006502	
21.7	0.98393198	0.01600295	0.00006507	0.98399705	0.00006507	
21.8	0.9839265	0.01600838	0.00006511	0.98399162	0.00006511	
21.9	0.98392113	0.01601372	0.00006516	0.98398628	0.00006516	
22	0.98391585	0.01601895	0.0000652	0.98398105	0.0000652	
22.1	0.98391067	0.01602409	0.00006524	0.98397591	0.00006524	
22.2	0.98390558	0.01602913	0.00006528	0.98397087	0.00006528	
22.3	0.98390059	0.01603409	0.00006532	0.98396591	0.00006532	
22.4	0.98389569	0.01603895	0.00006536	0.98396105	0.00006536	
22.5	0.98389087	0.01604372	0.0000654	0.98395628	0.0000654	
22.6	0.98388615	0.01604841	0.00006544	0.98395159	0.00006544	
22.7	0.98388151	0.01605301	0.00006548	0.98394699	0.00006548	
22.8	0.98387696	0.01605753	0.00006552	0.98394247	0.00006552	
22.9	0.98387249	0.01606196	0.00006555	0.98393804	0.00006555	
23	0.9838681	0.01606631	0.00006559	0.98393369	0.00006559	
23.1	0.98386379	0.01607059	0.00006562	0.98392941	0.00006562	
23.2	0.98385956	0.01607479	0.00006566	0.98392521	0.00006566	
23.3	0.9838554	0.0160789	0.00006569	0.9839211	0.00006569	
23.4	0.98385132	0.01608295	0.00006573	0.98391705	0.00006573	
23.5	0.98384732	0.01608692	0.00006576	0.98391308	0.00006576	
23.6	0.98384339	0.01609082	0.00006579	0.98390918	0.00006579	
23.7	0.98383953	0.01609465	0.00006582	0.98390535	0.00006582	
23.8	0.98383574	0.0160984	0.00006585	0.9839016	0.00006585	
23.9	0.98383202	0.01610209	0.00006588	0.98389791	0.00006588	
24	0.98382837	0.01610571	0.00006591	0.98389429	0.00006591	
24.1	0.98382479	0.01610927	0.00006594	0.98389073	0.00006594	
24.2	0.98382127	0.01611276	0.00006597	0.98388724	0.00006597	
24.3	0.98381781	0.01611619	0.000066	0.98388381	0.000066	
24.4	0.98381442	0.01611955	0.00006603	0.98388045	0.00006603	
24.5	0.98381109	0.01612285	0.00006606	0.98387715	0.00006606	
24.6	0.98380782	0.0161261	0.00006608	0.9838739	0.00006608	
24.7	0.98380461	0.01612928	0.00006611	0.98387072	0.00006611	
24.8	0.98380146	0.01613241	0.00006613	0.98386759	0.00006613	
24.9	0.98379837	0.01613547	0.00006616	0.98386453	0.00006616	
25	0.98379533	0.01613849	0.00006619	0.98386151	0.00006619	
25.1	0.98379235	0.01614144	0.00006621	0.98385856	0.00006621	
25.2	0.98378942	0.01614435	0.00006623	0.98385565	0.00006623	
25.3	0.98378654	0.0161472	0.00006626	0.9838528	0.00006626	
25.4	0.98378372	0.01615	0.00006628	0.98385	0.00006628	
25.5	0.98378095	0.01615274	0.0000663	0.98384726	0.0000663	
25.6	0.98377823	0.01615544	0.00006633	0.98384456	0.00006633	
25.7	0.98377556	0.01615809	0.00006635	0.98384191	0.00006635	
25.8	0.98377294	0.01616069	0.00006637	0.98383931	0.00006637	
25.9	0.98377037	0.01616324	0.00006639	0.98383676	0.00006639	
26	0.98376784	0.01616575	0.00006641	0.98383425	0.00006641	
26.1	0.98376536	0.01616821	0.00006643	0.98383179	0.00006643	
26.2	0.98376292	0.01617062	0.00006645	0.98382938	0.00006645	
26.3	0.98376053	0.016173	0.00006647	0.983827	0.00006647	
26.4	0.98375819	0.01617532	0.00006649	0.98382468	0.00006649	
26.5	0.98375588	0.01617761	0.00006651	0.98382239	0.00006651	
26.6	0.98375362	0.01617985	0.00006653	0.98382015	0.00006653	
26.7	0.9837514	0.01618206	0.00006655	0.98381794	0.00006655	
26.8	0.98374922	0.01618422	0.00006656	0.98381578	0.00006656	
26.9	0.98374708	0.01618634	0.00006658	0.98381366	0.00006658	
27	0.98374498	0.01618843	0.0000666	0.98381157	0.0000666	
27.1	0.98374291	0.01619047	0.00006662	0.98380953	0.00006662	
27.2	0.98374089	0.01619248	0.00006663	0.98380752	0.00006663	
27.3	0.9837389	0.01619445	0.00006665	0.98380555	0.00006665	
27.4	0.98373694	0.01619639	0.00006666	0.98380361	0.00006666	
27.5	0.98373503	0.01619829	0.00006668	0.98380171	0.00006668	
27.6	0.98373315	0.01620016	0.0000667	0.98379984	0.0000667	
27.7	0.9837313	0.01620199	0.00006671	0.98379801	0.00006671	
27.8	0.98372948	0.01620379	0.00006673	0.98379621	0.00006673	
27.9	0.9837277	0.01620556	0.00006674	0.98379444	0.00006674	
28	0.98372595	0.01620729	0.00006676	0.98379271	0.00006676	
28.1	0.98372424	0.01620899	0.00006677	0.98379101	0.00006677	
28.2	0.98372255	0.01621066	0.00006678	0.98378934	0.00006678	
28.3	0.9837209	0.0162123	0.0000668	0.9837877	0.0000668	
28.4	0.98371927	0.01621392	0.00006681	0.98378608	0.00006681	
28.5	0.98371768	0.0162155	0.00006682	0.9837845	0.00006682	
28.6	0.98371611	0.01621705	0.00006684	0.98378295	0.00006684	
28.7	0.98371458	0.01621857	0.00006685	0.98378143	0.00006685	
28.8	0.98371307	0.01622007	0.00006686	0.98377993	0.00006686	
28.9	0.98371159	0.01622154	0.00006687	0.98377846	0.00006687	
29	0.98371013	0.01622298	0.00006689	0.98377702	0.00006689	
29.1	0.9837087	0.0162244	0.0000669	0.9837756	0.0000669	
29.2	0.9837073	0.01622579	0.00006691	0.98377421	0.00006691	
29.3	0.98370593	0.01622715	0.00006692	0.98377285	0.00006692	
29.4	0.98370458	0.01622849	0.00006693	0.98377151	0.00006693	
29.5	0.98370325	0.01622981	0.00006694	0.98377019	0.00006694	
29.6	0.98370195	0.0162311	0.00006695	0.9837689	0.00006695	
29.7	0.98370067	0.01623237	0.00006696	0.98376763	0.00006696	
29.8	0.98369941	0.01623361	0.00006697	0.98376639	0.00006697	
29.9	0.98369818	0.01623483	0.00006698	0.98376517	0.00006698	
30	0.98369697	0.01623603	0.00006699	0.98376397	0.00006699	
30.1	0.98369578	0.01623721	0.000067	0.98376279	0.000067	
30.2	0.98369462	0.01623837	0.00006701	0.98376163	0.00006701	
30.3	0.98369347	0.0162395	0.00006702	0.9837605	0.00006702	
30.4	0.98369235	0.01624062	0.00006703	0.98375938	0.00006703	
30.5	0.98369124	0.01624171	0.00006704	0.98375829	0.00006704	
30.6	0.98369016	0.01624279	0.00006705	0.98375721	0.00006705	
30.7	0.9836891	0.01624384	0.00006706	0.98375616	0.00006706	
30.8	0.98368805	0.01624488	0.00006707	0.98375512	0.00006707	
30.9	0.98368703	0.01624589	0.00006708	0.98375411	0.00006708	
31	0.98368602	0.01624689	0.00006708	0.98375311	0.00006708	
31.1	0.98368503	0.01624787	0.00006709	0.98375213	0.00006709	
31.2	0.98368406	0.01624883	0.0000671	0.98375117	0.0000671	
31.3	0.98368311	0.01624978	0.00006711	0.98375022	0.00006711	
31.4	0.98368218	0.01625071	0.00006712	0.98374929	0.00006712	
31.5	0.98368126	0.01625162	0.00006712	0.98374838	0.00006712	
31.6	0.98368036	0.01625251	0.00006713	0.98374749	0.00006713	
31.7	0.98367947	0.01625339	0.00006714	0.98374661	0.00006714	
31.8	0.9836786	0.01625425	0.00006715	0.98374575	0.00006715	
31.9	0.98367775	0.0162551	0.00006715	0.9837449	0.00006715	
32	0.98367691	0.01625593	0.00006716	0.98374407	0.00006716	
32.1	0.98367609	0.01625674	0.00006717	0.98374326	0.00006717	
32.2	0.98367529	0.01625754	0.00006717	0.98374246	0.00006717	
32.3	0.98367449	0.01625833	0.00006718	0.98374167	0.00006718	
32.4	0.98367372	0.0162591	0.00006719	0.9837409	0.00006719	
32.5	0.98367295	0.01625985	0.00006719	0.98374015	0.00006719	
32.6	0.9836722	0.0162606	0.0000672	0.9837394	0.0000672	
32.7	0.98367147	0.01626133	0.00006721	0.98373867	0.00006721	
32.8	0.98367074	0.01626204	0.00006721	0.98373796	0.00006721	
32.9	0.98367003	0.01626275	0.00006722	0.98373725	0.00006722	
33	0.98366934	0.01626344	0.00006722	0.98373656	0.00006722	
33.1	0.98366865	0.01626412	0.00006723	0.98373588	0.00006723	
33.2	0.98366798	0.01626478	0.00006723	0.98373522	0.00006723	
33.3	0.98366732	0.01626544	0.00006724	0.98373456	0.00006724	
33.4	0.98366668	0.01626608	0.00006724	0.98373392	0.00006724	
33.5	0.98366604	0.01626671	0.00006725	0.98373329	0.00006725	
33.6	0.98366542	0.01626733	0.00006726	0.98373267	0.00006726	
33.7	0.98366481	0.01626793	0.00006726	0.98373207	0.00006726	
33.8	0.98366421	0.01626853	0.00006727	0.98373147	0.00006727	
33.9	0.98366362	0.01626911	0.00006727	0.98373089	0.00006727	
34	0.98366304	0.01626969	0.00006727	0.98373031	0.00006727	
34.1	0.98366247	0.01627025	0.00006728	0.98372975	0.00006728	
34.2	0.98366191	0.01627081	0.00006728	0.98372919	0.00006728	
34.3	0.98366136	0.01627135	0.00006729	0.98372865	0.00006729	
34.4	0.98366082	0.01627188	0.00006729	0.98372812	0.00006729	
34.5	0.98366029	0.01627241	0.0000673	0.98372759	0.0000673	
34.6	0.98365978	0.01627292	0.0000673	0.98372708	0.0000673	
34.7	0.98365927	0.01627343	0.00006731	0.98372657	0.00006731	
34.8	0.98365877	0.01627392	0.00006731	0.98372608	0.00006731	
34.9	0.98365828	0.01627441	0.00006731	0.98372559	0.00006731	
35	0.98365779	0.01627489	0.00006732	0.98372511	0.00006732	
35.1	0.98365732	0.01627536	0.00006732	0.98372464	0.00006732	
35.2	0.98365686	0.01627582	0.00006733	0.98372418	0.00006733	
35.3	0.9836564	0.01627627	0.00006733	0.98372373	0.00006733	
35.4	0.98365595	0.01627671	0.00006733	0.98372329	0.00006733	
35.5	0.98365551	0.01627715	0.00006734	0.98372285	0.00006734	
35.6	0.98365508	0.01627758	0.00006734	0.98372242	0.00006734	
35.7	0.98365466	0.016278	0.00006734	0.983722	0.00006734	
35.8	0.98365424	0.01627841	0.00006735	0.98372159	0.00006735	
35.9	0.98365383	0.01627882	0.00006735	0.98372118	0.00006735	
36	0.98365343	0.01627921	0.00006735	0.98372079	0.00006735	
36.1	0.98365304	0.0162796	0.00006736	0.9837204	0.00006736	
36.2	0.98365265	0.01627999	0.00006736	0.98372001	0.00006736	
36.3	0.98365227	0.01628036	0.00006736	0.98371964	0.00006736	
36.4	0.9836519	0.01628073	0.00006737	0.98371927	0.00006737	
36.5	0.98365154	0.01628109	0.00006737	0.98371891	0.00006737	
36.6	0.98365118	0.01628145	0.00006737	0.98371855	0.00006737	
36.7	0.98365082	0.0162818	0.00006738	0.9837182	0.00006738	
36.8	0.98365048	0.01628214	0.00006738	0.98371786	0.00006738	
36.9	0.98365014	0.01628248	0.00006738	0.98371752	0.00006738	
37	0.9836498	0.01628281	0.00006738	0.98371719	0.00006738	
37.1	0.98364948	0.01628314	0.00006739	0.98371686	0.00006739	
37.2	0.98364916	0.01628345	0.00006739	0.98371655	0.00006739	
37.3	0.98364884	0.01628377	0.00006739	0.98371623	0.00006739	
37.4	0.98364853	0.01628407	0.00006739	0.98371593	0.00006739	
37.5	0.98364823	0.01628438	0.0000674	0.98371562	0.0000674	
37.6	0.98364793	0.01628467	0.0000674	0.98371533	0.0000674	
37.7	0.98364763	0.01628496	0.0000674	0.98371504	0.0000674	
37.8	0.98364735	0.01628525	0.0000674	0.98371475	0.0000674	
37.9	0.98364706	0.01628553	0.00006741	0.98371447	0.00006741	
38	0.98364679	0.0162858	0.00006741	0.9837142	0.00006741	
38.1	0.98364651	0.01628607	0.00006741	0.98371393	0.00006741	
38.2	0.98364625	0.01628634	0.00006741	0.98371366	0.00006741	
38.3	0.98364598	0.0162866	0.00006742	0.9837134	0.00006742	
38.4	0.98364573	0.01628686	0.00006742	0.98371314	0.00006742	
38.5	0.98364547	0.01628711	0.00006742	0.98371289	0.00006742	
38.6	0.98364523	0.01628735	0.00006742	0.98371265	0.00006742	
38.7	0.98364498	0.01628759	0.00006742	0.98371241	0.00006742	
38.8	0.98364474	0.01628783	0.00006743	0.98371217	0.00006743	
38.9	0.98364451	0.01628806	0.00006743	0.98371194	0.00006743	
39	0.98364428	0.01628829	0.00006743	0.98371171	0.00006743	
39.1	0.98364405	0.01628852	0.00006743	0.98371148	0.00006743	
39.2	0.98364383	0.01628874	0.00006743	0.98371126	0.00006743	
39.3	0.98364361	0.01628896	0.00006744	0.98371104	0.00006744	
39.4	0.98364339	0.01628917	0.00006744	0.98371083	0.00006744	
39.5	0.98364318	0.01628938	0.00006744	0.98371062	0.00006744	
39.6	0.98364298	0.01628958	0.00006744	0.98371042	0.00006744	
39.7	0.98364277	0.01628978	0.00006744	0.98371022	0.00006744	
39.8	0.98364258	0.01628998	0.00006744	0.98371002	0.00006744	
39.9	0.98364238	0.01629017	0.00006745	0.98370983	0.00006745	
40	0.98364219	0.01629036	0.00006745	0.98370964	0.00006745	
